UNIV_ID,UNIV_NAME,UNIV_NAME2,FACULTY,KEITOU_NM,LATITUDE,LONGITUDE,表示確認状況,
374,宮崎大学 - 工学部,宮崎大学,工学部,理工系,31.831021,131.412620,,
375,宮崎大学 - 農学部,宮崎大学,農学部,農学系,31.831021,131.412620,,
376,宮崎大学 - 地域資源創成学部,宮崎大学,地域資源創成学部,社会・国際学系,31.831021,131.412620,,
377,鹿児島大学 - 法文学部,鹿児島大学,法文学部,法律・政治系,31.571918,130.545240,,
378,鹿児島大学 - 教育学部,鹿児島大学,教育学部,教育学系,31.571918,130.545240,,
379,鹿児島大学 - 理学部,鹿児島大学,理学部,理工系,31.571918,130.545240,,
380,鹿児島大学 - 医学部医学科,鹿児島大学,医学部医学科,医学系,31.571918,130.545240,,
381,鹿児島大学 - 医学部保健学科,鹿児島大学,医学部保健学科,医学系,31.571918,130.545240,,
382,鹿児島大学 - 歯学部,鹿児島大学,歯学部,医学系,31.571918,130.545240,,
383,鹿児島大学 - 工学部,鹿児島大学,工学部,理工系,31.571918,130.545240,,
384,鹿児島大学 - 農学部,鹿児島大学,農学部,農学系,31.571918,130.545240,,
385,鹿児島大学 - 水産学部,鹿児島大学,水産学部,農学系,31.571918,130.545240,,
386,鹿児島大学 - 共同獣医学部,鹿児島大学,共同獣医学部,医学系,31.571918,130.545240,,
387,鹿屋体育大学 - 体育学部,鹿屋体育大学,体育学部,芸術・スポーツ科学系,31.395041,130.786349,,
388,琉球大学 - 法文学部,琉球大学,法文学部,法律・政治系,26.247582,127.765142,,
389,琉球大学 - 人文社会学部,琉球大学,人文社会学部,人文学系,26.247582,127.765142,,
390,琉球大学 - 観光産業科学部,琉球大学,観光産業科学部,経済・経営・商学系,26.247582,127.765142,,
391,琉球大学 - 国際地域創造学部,琉球大学,国際地域創造学部,社会・国際学系,26.247582,127.765142,,
392,琉球大学 - 教育学部,琉球大学,教育学部,教育学系,26.247582,127.765142,,
393,琉球大学 - 理学部,琉球大学,理学部,理工系,26.247582,127.765142,,
394,琉球大学 - 医学部,琉球大学,医学部,医学系,26.247582,127.765142,,
395,琉球大学 - 工学部,琉球大学,工学部,理工系,26.247582,127.765142,,
396,琉球大学 - 農学部,琉球大学,農学部,農学系,26.247582,127.765142,,
